City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
345,charters towers,-20.1,146.2667,71.22,90,99,9.08,AU,2023-11-25
346,utrik,11.2278,169.8474,81.55,76,94,20.11,MH,2023-11-25
347,progreso,21.2833,-89.6667,84.31,56,36,3.56,MX,2023-11-25
348,taro,-8.3862,115.28,73.4,96,100,0.63,ID,2023-11-25
349,mombetsu,44.3525,143.3525,27.37,73,55,19.51,JP,2023-11-25
350,lichtenrade,52.3984,13.4064,36.05,93,100,9.22,DE,2023-11-25
351,kill devil hills,36.0307,-75.676,53.6,72,100,20.71,US,2023-11-25
352,jwaneng,-24.6004,24.7303,79.92,35,100,9.53,BW,2023-11-25
353,jayapura,-2.5333,140.7,76.39,91,83,3.18,ID,2023-11-25
354,el abiodh sidi cheikh,32.893,0.5484,56.77,20,57,4.97,DZ,2023-11-25
355,afaahiti,-17.75,-149.2833,80.47,75,97,21.23,PF,2023-11-25
356,vernon,50.2581,-119.2691,39.61,79,82,4.61,CA,2023-11-25
357,sinabang,2.4803,96.3801,78.35,84,100,4.99,ID,2023-11-25
358,rio claro,-22.4114,-47.5614,86.4,69,75,11.16,BR,2023-11-25
359,barra de santo antonio,-9.4047,-35.5072,85.28,60,57,10.2,BR,2023-11-25
360,lowell,42.6334,-71.3162,38.61,37,0,6.91,US,2023-11-25
361,sabang,5.8933,95.3214,80.38,77,100,4.74,ID,2023-11-25
362,constitucion,-35.3333,-72.4167,64.53,70,28,10.69,CL,2023-11-25
363,cuatro cienegas de carranza,26.9833,-102.0833,63.88,59,97,3.27,MX,2023-11-25
364,puerto colombia,10.9878,-74.9547,82.49,75,45,3.76,CO,2023-11-25
365,chegdomyn,51.1167,133.0167,-7.64,94,36,3.06,RU,2023-11-25
366,guarapari,-20.6667,-40.4975,76.89,67,92,13.78,BR,2023-11-25
367,olinda,-8.0089,-34.8553,83.93,61,75,11.5,BR,2023-11-25
368,tyukhtet,56.5389,89.3011,22.93,91,100,11.59,RU,2023-11-25
369,kramfors,62.9316,17.7765,24.6,80,100,12.66,SE,2023-11-25
370,airuk,7.2772,168.8203,82.81,78,100,19.42,MH,2023-11-25
371,ancud,-41.8697,-73.8203,56.05,68,59,8.79,CL,2023-11-25
372,santa marta de ortigueira,43.6833,-7.85,52.25,79,66,10.38,ES,2023-11-25
373,bahia blanca,-38.7196,-62.2724,91.81,16,59,8.99,AR,2023-11-25
374,atamyrat,37.8357,65.2106,58.71,22,30,8.61,TM,2023-11-25
375,cascais,38.6979,-9.4215,60.94,82,20,14.0,PT,2023-11-25
376,mili,6.0815,171.735,82.85,79,90,17.63,MH,2023-11-25
377,um jar al gharbiyya,13.8013,32.4078,91.94,20,4,9.71,SD,2023-11-25
378,cide,41.8921,33.0044,60.76,72,100,13.29,TR,2023-11-25
379,macapa,0.0389,-51.0664,94.98,49,20,13.8,BR,2023-11-25
380,ramadi,33.4226,43.3058,64.63,35,100,9.64,IQ,2023-11-25
381,chiredzi,-21.05,31.6667,83.79,25,1,6.26,ZW,2023-11-25
382,elesbao veloso,-6.2019,-42.1403,106.68,17,0,1.59,BR,2023-11-25
383,yeed,4.55,43.0333,84.56,42,81,8.32,SO,2023-11-25
384,san patricio,28.017,-97.5169,71.69,76,97,14.05,US,2023-11-25
385,gunnedah,-30.9833,150.25,61.27,96,63,2.95,AU,2023-11-25
386,naze,28.3667,129.4833,63.52,69,93,6.71,JP,2023-11-25
387,duki,30.1541,68.5728,61.09,35,100,4.23,PK,2023-11-25
388,princeville,45.7668,-61.2985,29.32,75,100,17.27,CA,2023-11-25
389,parral,26.9333,-105.6667,64.74,16,100,3.24,MX,2023-11-25
390,rano,11.5491,8.5746,86.9,33,89,2.55,NG,2023-11-25
391,huancavelica,-12.7667,-74.9833,47.12,74,100,8.66,PE,2023-11-25
392,hailar,49.2,119.7,-22.16,100,67,3.42,CN,2023-11-25
393,hobyo,5.3505,48.5268,82.63,75,44,15.43,SO,2023-11-25
394,wewak,-3.5534,143.6268,79.47,85,67,2.93,PG,2023-11-25
395,rosso,16.4986,-15.8153,87.33,11,0,7.45,SN,2023-11-25
396,bairnsdale,-37.8333,147.6167,54.91,93,34,4.03,AU,2023-11-25
397,scottburgh,-30.2867,30.7532,72.25,95,100,5.12,ZA,2023-11-25
398,kachug,53.9606,105.8817,7.56,98,100,1.41,RU,2023-11-25
399,alvorada,-12.48,-49.1247,103.57,20,28,2.89,BR,2023-11-25
400,ivdel',60.6911,60.4206,6.19,94,99,1.99,RU,2023-11-25
401,saynshand,44.8824,110.1163,13.05,80,87,6.89,MN,2023-11-25
402,mugia,43.1041,-9.2179,54.91,81,63,5.1,ES,2023-11-25
403,medeiros neto,-17.3739,-40.2206,79.07,56,100,15.66,BR,2023-11-25
404,cabo san lucas,22.8909,-109.9124,81.7,61,20,8.05,MX,2023-11-25
405,zaragoza,41.6561,-0.8773,56.01,58,0,17.27,ES,2023-11-25
406,khandyga,62.6667,135.6,-36.6,98,100,0.58,RU,2023-11-25
407,usogorsk,63.4106,48.6872,6.67,96,100,4.09,RU,2023-11-25
408,pocking,48.4,13.3167,35.89,97,100,18.21,DE,2023-11-25
409,forest grove,45.5198,-123.1107,45.95,77,0,1.01,US,2023-11-25
410,dolneni,41.4253,21.4547,31.24,96,100,6.29,MK,2023-11-25
411,pontes e lacerda,-15.2261,-59.3353,93.51,45,73,5.14,BR,2023-11-25
412,severo-yeniseyskiy,60.3725,93.0408,-20.94,100,8,3.09,RU,2023-11-25
413,itaituba,-4.2761,-55.9836,95.16,43,40,4.61,BR,2023-11-25
414,tsiombe,-25.3,45.4833,75.9,79,0,4.65,MG,2023-11-25
415,lai chau,22.3997,103.4517,57.88,92,27,2.91,VN,2023-11-25
416,kartaly,53.0522,60.6467,35.02,98,100,18.01,RU,2023-11-25
417,gangtok,27.3333,88.6167,49.71,72,10,5.28,IN,2023-11-25
418,senirkent,38.1044,30.5486,44.65,86,93,7.87,TR,2023-11-25
419,aykhal,66.0,111.5,-7.82,98,100,6.71,RU,2023-11-25
420,san antonio de pale,-1.4014,5.6325,81.14,81,58,9.35,GQ,2023-11-25
421,steamboat springs,40.485,-106.8317,18.99,72,100,3.44,US,2023-11-25
422,uribia,11.7139,-72.266,89.8,54,57,19.89,CO,2023-11-25
423,akureyri,65.6835,-18.0878,33.73,93,0,4.61,IS,2023-11-25
424,xilin hot,43.9667,116.0333,2.64,88,7,5.95,CN,2023-11-25
425,saint-pierre,-21.3393,55.4781,74.88,73,0,5.75,RE,2023-11-25
426,mashi,12.9784,7.9529,86.88,30,91,5.97,NG,2023-11-25
427,port lincoln,-34.7333,135.8667,60.08,71,99,9.22,AU,2023-11-25
428,las heras,-46.5419,-68.9359,79.39,15,68,25.32,AR,2023-11-25
429,alto araguaia,-17.3147,-53.2153,89.1,39,79,0.51,BR,2023-11-25
430,la romana,18.4273,-68.9728,84.56,84,40,0.0,DO,2023-11-25
431,posse,-14.0931,-46.3694,91.6,31,53,7.25,BR,2023-11-25
432,grande prairie,55.1667,-118.8027,35.78,87,75,5.75,CA,2023-11-25
433,cape canaveral,28.4058,-80.6048,78.1,70,100,11.5,US,2023-11-25
434,bagaha,27.1,84.0833,67.84,58,0,4.12,IN,2023-11-25
435,serro,-18.6047,-43.3794,79.29,71,79,7.14,BR,2023-11-25
436,kargil,34.5667,76.1,30.0,37,92,1.32,IN,2023-11-25
437,chulakkurgan,43.765,69.1814,38.28,72,87,1.16,KZ,2023-11-25
438,paracale,14.2804,122.7881,77.81,92,100,10.89,PH,2023-11-25
439,st. john's,47.5649,-52.7093,32.97,82,75,16.11,CA,2023-11-25
440,kidal,18.4411,1.4078,74.91,9,3,2.44,ML,2023-11-25
441,pokhvistnevo,53.6524,52.1274,34.25,94,100,6.76,RU,2023-11-25
442,doba,8.65,16.85,84.97,31,75,0.78,TD,2023-11-25
443,masterton,-40.9597,175.6575,49.89,88,100,6.91,NZ,2023-11-25
444,slatina,44.4333,24.3667,38.46,96,100,9.66,RO,2023-11-25
445,pali,25.7667,73.3333,71.67,35,100,7.58,IN,2023-11-25
446,aitape,-3.1374,142.3475,77.94,85,31,3.78,PG,2023-11-25
447,pacific grove,36.6177,-121.9166,62.42,45,0,10.36,US,2023-11-25
448,alliance,40.9153,-81.1059,40.48,60,38,5.73,US,2023-11-25
449,flin flon,54.7682,-101.865,26.44,86,100,6.91,CA,2023-11-25
450,hilo,19.7297,-155.09,73.62,98,100,9.22,US,2023-11-25
451,minas de marcona,-15.2119,-75.1103,70.56,51,62,14.99,PE,2023-11-25
452,inhambane,-23.865,35.3833,75.47,92,1,6.15,MZ,2023-11-25
453,ustrzyki dolne,49.4304,22.5938,24.08,97,67,2.57,PL,2023-11-25
454,fortuna,40.5982,-124.1573,49.98,80,0,1.01,US,2023-11-25
455,brak,27.5496,14.2714,60.3,41,0,8.55,LY,2023-11-25
456,susuman,62.7833,148.1667,-17.61,94,99,4.59,RU,2023-11-25
457,poza rica de hidalgo,20.5332,-97.4595,78.03,69,75,5.75,MX,2023-11-25
458,kerman,30.2832,57.0788,44.46,42,0,0.0,IR,2023-11-25
459,igarka,67.4667,86.5833,-17.43,98,22,3.36,RU,2023-11-25
460,keren,15.7778,38.4581,70.68,58,9,6.82,ER,2023-11-25
461,sungailiat,-1.85,106.1333,77.59,89,100,6.2,ID,2023-11-25
462,tateyama,34.9833,139.8667,51.1,62,100,10.22,JP,2023-11-25
463,verkhnevilyuysk,63.4453,120.3167,-25.89,98,47,5.91,RU,2023-11-25
464,daru,-9.0763,143.2092,80.17,81,96,11.9,PG,2023-11-25
465,luau,-10.7073,22.2247,66.79,94,88,1.48,AO,2023-11-25
466,muisne,0.6,-80.0333,79.29,79,89,8.1,EC,2023-11-25
467,suva,-18.1416,178.4415,71.08,94,75,0.0,FJ,2023-11-25
468,port-gentil,-0.7193,8.7815,80.56,89,40,10.36,GA,2023-11-25
469,xiongzhou,25.1167,114.3,58.44,88,6,1.54,CN,2023-11-25
470,macau,22.2006,113.5461,71.4,73,40,8.05,MO,2023-11-25
471,sao joaquim da barra,-20.5814,-47.8547,90.88,41,82,2.93,BR,2023-11-25
472,rikaze,29.25,88.8833,28.24,18,0,1.81,CN,2023-11-25
473,paita,-5.0892,-81.1144,76.35,65,14,15.48,PE,2023-11-25
474,fort bragg,35.139,-79.006,54.82,50,0,9.22,US,2023-11-25
475,boden,65.8252,21.6886,28.4,87,100,10.8,SE,2023-11-25
476,yemel'yanovo,56.1681,92.6767,16.61,92,75,2.24,RU,2023-11-25
477,zarzis,33.504,11.1122,68.36,55,27,29.57,TN,2023-11-25
478,coxen hole,16.3244,-86.5366,83.48,74,40,9.22,HN,2023-11-25
479,barinitas,8.7622,-70.4111,86.38,51,93,6.33,VE,2023-11-25
480,harar,9.3094,42.1258,60.73,55,99,6.76,ET,2023-11-25
481,ciudad acuna,29.3232,-100.9522,55.69,87,100,8.05,MX,2023-11-25
482,vennesla,58.2694,7.9741,26.02,81,0,4.61,NO,2023-11-25
483,fort st. john,56.2499,-120.8529,35.49,87,75,4.61,CA,2023-11-25
484,upata,8.0086,-62.3989,88.12,48,100,7.7,VE,2023-11-25
485,nikol'sk,53.7189,46.0712,31.96,89,100,8.05,RU,2023-11-25
486,nema,57.5067,50.5011,17.55,98,94,2.33,RU,2023-11-25
487,gerash,27.6652,54.1371,59.14,42,1,4.76,IR,2023-11-25
488,balkashino,52.5167,68.7667,31.71,93,100,17.65,KZ,2023-11-25
489,borinskoye,52.4569,39.3713,31.93,95,98,2.77,RU,2023-11-25
490,qusmuryn,52.4503,64.6311,35.47,93,100,19.24,KZ,2023-11-25
491,lata,40.1629,-8.3327,54.07,84,85,2.24,PT,2023-11-25
492,hondo,32.45,130.2,54.09,61,28,2.26,JP,2023-11-25
493,port saint john's,-31.6229,29.5448,71.49,92,100,6.31,ZA,2023-11-25
494,green river,41.5286,-109.4662,25.2,72,83,5.06,US,2023-11-25
495,nakamura,32.9833,132.9333,43.59,75,0,3.6,JP,2023-11-25
496,san rafael del yuma,18.4299,-68.6739,85.57,57,8,4.83,DO,2023-11-25
497,tukrah,32.5341,20.5791,67.51,70,94,33.29,LY,2023-11-25
498,odacho-oda,35.1833,132.5,42.76,78,3,5.1,JP,2023-11-25
499,luanco,43.6152,-5.7934,56.46,87,97,9.98,ES,2023-11-25
500,tasqala,51.1167,50.3167,36.82,100,100,5.7,KZ,2023-11-25
501,villa vicente guerrero,19.1194,-98.1708,67.39,50,0,10.18,MX,2023-11-25
502,nampula,-15.1165,39.2666,84.15,48,0,10.36,MZ,2023-11-25
503,ambon,-3.6954,128.1814,79.09,15,40,5.75,ID,2023-11-25
504,hohhot,40.8106,111.6522,10.69,67,0,4.47,CN,2023-11-25
505,mahina,-17.5065,-149.489,82.17,78,20,5.75,PF,2023-11-25
506,seguela,7.9611,-6.6731,83.66,54,95,5.23,CI,2023-11-25
507,ta`u,-14.2336,-169.5144,81.46,84,92,13.15,AS,2023-11-25
508,touros,-5.1989,-35.4608,83.64,58,18,15.32,BR,2023-11-25
509,presidente medici,-11.1753,-61.9014,82.98,76,89,6.51,BR,2023-11-25
510,kirkwall,58.9848,-2.9587,41.05,81,75,3.44,GB,2023-11-25
511,ocean shores,46.9737,-124.1563,44.02,89,0,14.0,US,2023-11-25
512,alexandria,31.2156,29.9553,70.34,49,50,18.32,EG,2023-11-25
513,keszthely,46.7681,17.2432,31.89,80,0,5.75,HU,2023-11-25
514,krasnaya gorbatka,55.8703,41.7641,27.18,97,93,3.76,RU,2023-11-25
515,alesund,62.4723,6.1549,40.75,93,40,4.61,NO,2023-11-25
516,mersa matruh,31.3525,27.2453,70.0,26,0,16.11,EG,2023-11-25
517,brisas barra de suchiate,14.55,-92.2167,91.58,67,8,4.18,MX,2023-11-25
518,shakhtersk,48.0625,38.5167,40.98,97,100,9.22,UA,2023-11-25
519,praia da vitoria,38.7333,-27.0667,67.75,100,75,14.76,PT,2023-11-25
520,vila nova de foz coa,41.0637,-7.2039,44.53,90,75,1.83,PT,2023-11-25
521,trairi,-3.2778,-39.2689,86.22,60,3,15.23,BR,2023-11-25
522,lorengau,-2.0226,147.2712,80.74,78,59,2.82,PG,2023-11-25
523,alice springs,-23.7,133.8833,69.35,56,92,0.0,AU,2023-11-25
524,moranbah,-22.0016,148.0466,70.83,91,100,3.42,AU,2023-11-25
525,skovorodino,53.9833,123.9167,-5.44,72,26,2.57,RU,2023-11-25
526,rongelap,11.1635,166.8941,82.04,74,86,19.48,MH,2023-11-25
527,singkil,-7.9855,111.4161,77.56,89,100,3.91,ID,2023-11-25
528,richards bay,-28.783,32.0377,72.97,95,57,5.99,ZA,2023-11-25
529,woolgoolga,-30.1106,153.2007,67.05,91,99,7.9,AU,2023-11-25
530,baker city,44.7749,-117.8344,38.64,74,0,5.75,US,2023-11-25
531,margarita belen,-27.2616,-58.9722,87.75,39,18,7.18,AR,2023-11-25
532,wellington,-41.2866,174.7756,53.26,74,100,18.41,NZ,2023-11-25
533,saudarkrokur,65.7461,-19.6394,39.99,88,99,7.2,IS,2023-11-25
534,itoman,26.1247,127.6694,68.38,88,75,8.05,JP,2023-11-25
535,gemena,3.25,19.7667,71.37,96,99,3.71,CD,2023-11-25
536,tarfaya,27.9358,-12.9218,67.05,68,69,13.87,MA,2023-11-25
537,puerto aysen,-45.4,-72.7,53.76,91,99,5.73,CL,2023-11-25
538,leava,-14.3,-178.1667,82.4,77,100,12.37,WF,2023-11-25
539,margate,51.3813,1.3862,40.69,79,69,8.01,GB,2023-11-25
540,bukan,36.521,46.2089,47.3,47,100,7.43,IR,2023-11-25
541,kachkanar,58.7,59.4948,3.04,98,97,1.99,RU,2023-11-25
542,ati,13.2154,18.3353,88.72,19,76,7.85,TD,2023-11-25
543,lubang,13.8584,120.124,80.98,82,94,24.2,PH,2023-11-25
544,sakakah,29.9697,40.2064,65.77,43,99,6.8,SA,2023-11-25
545,amursk,50.2261,136.8994,-3.32,88,7,9.17,RU,2023-11-25
546,tremp,42.167,0.8949,50.5,56,56,3.98,ES,2023-11-25
547,point pedro,9.8167,80.2333,80.11,85,100,11.97,LK,2023-11-25
548,kirensk,57.7853,108.1119,0.97,98,99,3.0,RU,2023-11-25
549,coronel suarez,-37.4547,-61.9334,87.37,23,92,17.13,AR,2023-11-25
550,mokpo,34.7936,126.3886,30.25,47,4,7.0,KR,2023-11-25
551,vila velha,-20.3297,-40.2925,78.75,63,75,17.27,BR,2023-11-25
552,timbuktu,16.7735,-3.0074,79.83,11,3,7.78,ML,2023-11-25
553,cintalapa de figueroa,16.7333,-93.7167,76.78,67,87,3.96,MX,2023-11-25
554,butte,39.6499,-121.5677,58.98,42,0,6.91,US,2023-11-25
555,la palma,33.8464,-118.0467,68.76,50,0,5.75,US,2023-11-25
556,motueka,-41.1333,173.0167,49.1,72,1,3.11,NZ,2023-11-25
557,faya-largeau,17.9257,19.1043,84.85,15,80,6.29,TD,2023-11-25
558,portland,45.5234,-122.6762,47.21,73,11,11.99,US,2023-11-25
559,san luis,-33.295,-66.3356,86.23,25,4,10.87,AR,2023-11-25
560,arkalyk,50.2486,66.9114,29.37,74,100,13.85,KZ,2023-11-25
561,skutec,49.8435,15.9966,31.87,94,98,0.29,CZ,2023-11-25
562,kimbe,-5.5502,150.1429,75.72,94,54,2.75,PG,2023-11-25
563,rexburg,43.826,-111.7897,30.54,48,3,1.54,US,2023-11-25
564,hinthada,17.6333,95.4667,72.16,82,24,7.9,MM,2023-11-25
565,nyrob,60.733,56.7202,13.73,93,100,5.3,RU,2023-11-25
566,chiang mai,18.75,99.0,72.91,89,0,1.14,TH,2023-11-25
567,taber,49.8167,-112.1518,37.6,73,57,13.8,CA,2023-11-25
568,yei,4.095,30.6779,70.25,93,99,5.14,SS,2023-11-25
569,yanchep,-31.55,115.6833,73.94,49,58,12.33,AU,2023-11-25
570,kurumkan,54.3,110.3,-2.38,90,100,2.01,RU,2023-11-25
